"id","movie_id","user_id","rating","user_avgRating"
152,11064,1829526,3,3.302469
153,1890,187120,5,4.050926
154,10607,1729700,4,3.99569
155,8295,1752291,3,3.760192
156,3182,1363523,4,3.307847
157,16707,555857,4,3.572744
158,3938,573683,5,4.1875
159,15206,485301,4,3.447894
160,2152,729029,4,3.157063
161,11283,1033446,5,3.646302
162,3713,2302840,2,3.803898
163,11089,1072774,3,3.595238
164,11236,2139777,3,3.508353
165,8742,1620070,5,3.866197
166,13974,2434253,4,3.334347
167,9828,1537037,3,3.210736
168,16082,1985320,4,3.844978
169,14342,2209055,3,3.66055
170,15373,1071131,2,3.336942
171,9132,2095586,2,3.941176
172,10378,37188,4,3.720762
173,6824,1765278,4,2.701923
174,12605,1346791,5,3.968085
175,5775,620743,3,3.358974
176,5571,1682169,5,3.938511
177,13501,948271,4,3.06603
178,442,1360131,4,3.208589
179,1890,2383754,3,3.602564
180,17423,1164260,3,3.769231
181,12219,113677,5,4.029197
182,3860,2379710,3,3.797468
183,12085,1571232,5,4.266026
184,6206,2138293,3,3.898734
185,886,402953,4,3.44
186,12161,1942918,3,3.734375
187,14240,1105667,2,3.837398
188,2660,1068681,4,2.854015
189,6235,1869907,3,3.998795
190,3423,2597530,3,3.133216
191,6860,502182,3,3.555556
192,15456,346873,4,2.995349
193,6037,220530,3,3.244776
194,12494,158094,3,2.948052
195,5582,997115,5,3.492711
196,3433,2246782,2,3.365506
197,1482,647162,4,3.685315
198,7447,2231358,2,3.25
199,17174,345437,3,3.406181
200,2680,1659519,4,3.876268
201,3825,958604,2,3.128788
202,11182,2535611,3,3.309524
203,12662,2522269,1,3.272959
204,299,1167439,3,3.298678
205,7997,1130133,3,2.979446
206,5243,1328011,4,3.373849
207,8840,1888796,4,3.260163
208,197,2067849,2,3.516599
209,3801,2160085,3,3.257599
210,5601,1917241,5,3.262605
211,12694,1789382,4,3.696793
212,8782,2563380,3,4.144928
213,15156,479920,2,3.995745
214,15177,1241958,1,3.491784
215,473,336225,1,3.634831
216,5226,2586473,3,3.497778
217,10620,739622,4,4.069905
218,16302,962955,5,3.634561
219,14928,2348784,4,3.409611
220,3151,2382561,2,3.938596
221,12605,2631815,5,3.022472
222,8535,1487226,5,3.493691
223,12773,2141098,4,4.082569
224,15105,2154875,5,4.319588
225,8915,1870351,4,3.583643
226,17541,227387,3,3.387
227,11812,1810722,4,3.459459
228,1180,1119814,5,4.280488
229,2992,2556842,4,3.511111
230,12361,1945809,3,2.741518
231,1174,73678,4,3.473923
232,15058,2079608,2,3.272177
233,4356,2124218,4,3.698276
234,10420,1551385,3,3.320856
235,2640,506543,1,3.831776
236,5862,856888,4,3.638889
237,12435,1212509,4,4.22524
238,6060,1589970,4,3.592593
239,13391,2622042,3,3.078207
240,8839,998142,4,2.887309
241,5962,837166,2,3.616438
242,1046,1248317,1,4.481572
243,3106,62399,4,3.981651
244,15107,163399,2,2.45
245,10042,187544,5,3.961905
246,13081,1815419,3,3.397436
247,7691,1525070,4,3.247903
248,10680,612848,5,3.46748
249,17622,1636584,3,3.10574
250,10240,580414,4,3.98752
251,9863,378182,3,3.786982
252,14718,1423512,2,3.246914
253,14667,1834076,3,3.436567
254,7563,882322,3,3.064516
255,1066,1707368,4,3.091479
256,11165,927007,4,2.629584
257,5732,1404389,4,3.564602
258,7494,2535393,3,3.714514
259,5277,1747393,2,3.901149
260,15124,2614243,2,2.625
261,7617,645502,4,3.512195
262,8904,1729740,5,3.583732
263,4522,2416706,3,3.63981
264,3928,1629418,5,3.915789
265,2913,2064432,3,3.528384
266,6449,2476691,4,2.954802
267,7922,2528925,4,4.089983
268,12747,272772,4,3.990683
269,2329,40736,3,3.554348
270,8387,2051311,3,3.04065
271,17157,945413,5,3.895238
272,4159,1451893,3,3.723684
273,15116,1172282,5,3.91453
274,5732,638356,5,3.776316
275,10421,1348696,5,3.710875
276,607,2404386,3,3.867159
277,2430,719342,3,3.429091
278,7745,2632992,4,3.744361
279,6366,2346813,5,4.019209
280,4951,432851,3,3.102009
281,10730,1101954,1,3.233333
282,6902,1473832,4,3.522436
283,9242,729751,3,3.270833
284,6386,1550882,3,3.833333
285,6329,652972,4,3.877839
286,11271,1342407,4,3.326303
287,11064,1589349,5,3.801144
288,11638,1865244,4,3.370705
289,8327,1768236,5,4.298387
290,11544,802326,2,3.535565
291,16406,938687,5,3.769962
292,305,1352984,2,4.036982
293,16872,1376696,5,4.121168
294,7511,930073,3,3.705128
295,15662,1553204,4,3.455801
296,9111,1178358,5,4.022315
297,16825,2293172,4,4.111111
298,7143,189387,4,3.520286
299,1590,659526,3,3.482353
300,16622,240748,5,3.508722
301,17129,165906,3,3.576471
302,6088,1697768,5,4.164948
303,7077,2253748,3,3.773732
304,10730,2404,3,4.072289
305,10527,1998723,1,3.190514
306,10550,1889279,5,4.272293
307,3451,2576843,4,3.407875
308,17560,1009318,4,3.833028
309,5814,44946,1,2.564897
310,1143,1238184,2,2.809926
311,8149,1421091,3,3.417701
312,12305,470282,3,3.216667
313,14240,2342282,5,3.714286
314,8764,168607,4,3.607565
315,10550,1503024,4,3.75
316,3256,1804811,4,3.922128
317,16788,2411140,4,3.721271
318,5939,1233023,1,3.333333
319,14209,482391,3,3.535316
320,313,945510,2,3.386667
321,16128,1091358,5,4.325714
322,12911,2076000,4,4.28866
323,3638,2454960,4,3.905405
324,3825,2332421,5,3.692105
325,2340,1125803,2,3.561254
326,9265,1236159,4,3.635563
327,16871,1189247,4,3.235294
328,11701,525127,3,3.221321
329,7364,2555761,2,3.789346
330,3371,2019986,5,4.066667
331,1305,1282570,4,3.332046
332,12071,2499000,2,3.070946
333,9961,2382246,5,3.532738
334,10625,449707,3,3.506024
335,16522,675886,5,3.323577
336,11307,2142938,4,3.480519
337,14050,1864088,3,3.914286
338,15048,1821956,5,3.752033
339,11888,1064221,4,3.42623
340,6475,89427,2,3.461197
341,4774,1405235,4,3.86755
342,14364,237026,4,3.673031
343,16992,1721636,3,4.025483
344,3453,2160787,3,3.295225
345,4306,1262183,3,3.521277
346,16992,1766747,4,3.813354
347,16522,1454880,4,3.735363
348,14317,1315765,3,3.637771
349,16801,851668,5,4.472527
350,5104,1866750,1,3.872995
351,10378,727423,4,3.668712
352,1625,1475998,4,3.326781
353,3151,1010516,5,3.534938
354,12140,1209112,4,3.276644
355,11888,1093011,3,3.781022
356,9254,1599252,4,3.729604
357,17321,1729739,5,4.344974
358,15662,369379,3,3.414201
359,7706,74831,3,3.136788
360,2057,2072941,4,3.385621
361,8915,171134,4,3.841584
362,12714,570428,3,3.392493
363,14909,2020235,3,3.635897
364,10920,1199475,3,3.071189
365,6482,1901509,2,3.197802
366,3938,1034595,5,4.559406
367,16918,2336005,3,2.718861
368,13517,2503502,4,3.489022
369,7208,1175455,5,3.782609
370,6029,1941414,5,3.747573
371,5317,1872984,1,3.72
372,13318,2619914,2,3.017508
373,16943,1811844,2,3.347826
374,16223,268719,5,4.367228
375,1826,376576,2,3.089564
376,11173,1500577,4,4.090074
377,1307,1077131,2,3.286316
378,17196,2430041,3,3.11868
379,1905,2325361,5,4.682927
380,16008,1632503,2,4.195358
381,3962,317041,4,3.576923
382,15887,1443462,4,3.656075
383,15887,1284481,2,3.29878
384,12161,1655534,4,3.610329
385,4845,732775,2,2.547552
386,9685,305985,4,3.718141
387,7537,378364,3,2.768519
388,2342,2573464,5,4.021933
389,9960,2598339,5,3.618321
390,14664,1467973,4,3.948925
391,6029,394716,3,3.563025
392,9051,1428381,4,3.587537
393,12140,1671482,5,4.331412
394,13168,1534853,3,4.79798
395,15233,2309580,2,3.4297
396,17169,1439058,4,3.49815
397,4847,951906,4,3.76044
398,6552,1107681,3,3.629052
399,17157,1294471,5,2.813514
400,3315,74577,4,3.283019
401,13342,1166090,3,3.059905
402,11573,249147,4,3.95092
403,12690,191424,4,3.962306
404,283,1354888,3,3.340909
405,15205,1017602,4,3.953488
406,6206,2326273,5,4.320819
407,4698,2105891,3,3.782324
408,7767,1529578,3,2.997717
409,13466,1267191,2,3.935728
410,4705,457326,5,3.48429
411,13128,1350197,5,3.466387
412,13584,2368045,4,3.459502
413,5496,918440,4,3.974194
414,6716,2192746,5,4.022388
415,16469,2546638,1,3.421053
416,17189,806167,4,3.540541
417,11677,1108404,4,3.723039
418,798,2206027,5,3.609121
419,12034,961655,4,3.617424
420,10820,15018,4,3.825
421,7635,1891959,2,4.133333
422,6462,2398061,4,3.841501
423,11775,2089298,3,2.989474
424,8904,2174905,5,3.171429
425,6408,2186095,3,3.926702
426,3825,2135666,4,4.192529
427,10446,154707,5,3.604651
428,12986,825353,5,3.456886
429,9756,2227335,2,3.737931
430,3071,1045221,3,3.0757
431,11696,931005,4,3.620666
432,6923,187062,3,2.804204
433,4951,1264657,4,3.642857
434,2823,2075165,4,3.758641
435,3612,135295,3,3.281654
436,2178,2403811,5,3.870324
437,10168,501823,5,4.885017
438,15156,426391,5,4.20098
439,4883,45005,1,2.778559
440,6094,2178480,4,3.494024
441,7330,1422565,3,4.44
442,4262,1411392,3,3.996564
443,8313,385583,4,3.754717
444,16572,643254,3,4.00464
445,11888,398970,3,3.816953
446,10359,9280,1,3.378026
447,12305,504865,4,3.352406
448,7234,7239,3,2.864407
449,8857,1660800,5,4.432387
450,12672,1690693,4,4.675676
451,17402,683945,3,3.263158
452,11745,2483833,3,3.701613
453,14482,90853,5,3.848297
454,9003,415111,2,3.675472
455,16596,1285082,4,3.278607
456,4020,579028,2,3.088525
457,16889,2046124,2,3.58351
458,705,1308482,5,4.091371
459,2452,2147223,5,4.545675
460,11337,2379644,4,4.3
461,10820,363345,5,3.962559
462,13081,277974,2,3.748148
463,3624,126041,3,3.677419
464,16740,271366,3,3.453441
465,10168,1851772,4,4.025862
466,12580,1247208,3,3.740337
467,11315,1358693,5,4.017316
468,6418,2078179,3,3.247664
469,9628,2202354,5,3.785235
470,1453,116487,4,3.339967
471,3391,1523579,4,3.42616
472,5223,2490423,4,3.26796
473,13359,360862,5,3.528205
474,11789,1473851,3,3.872437
475,13979,440492,4,3.67234
476,329,947935,4,3.67
477,1073,953563,4,3.388889
478,10082,2313292,4,4.166667
479,14482,1823471,4,3.600382
480,6615,1399818,2,4.131021
481,8682,491865,4,3.855422
482,397,2223740,5,4.06671
483,12973,231863,4,3.622711
484,15688,2067162,3,3.710383
485,7275,2000237,5,4.100341
486,12966,1709329,3,3.858382
487,7131,1612901,4,3.551821
488,11544,406090,3,3.86124
489,1837,1519213,3,3.34315
490,9111,2494633,5,4.029018
491,4390,2076827,5,3.998464
492,6739,790471,5,3.417778
493,4736,2203737,4,3.699284
494,4498,1359759,2,2.906542
495,6465,2537334,5,5
496,13392,1172950,3,3.13617
497,5421,1658172,4,4.378326
498,6350,43530,4,3.066219
499,9205,1572858,3,3.904516
500,12161,282280,4,4.012397
501,205,2419175,2,3.410891
502,16339,847701,4,3.319149
503,2913,23129,5,3.79096
504,12911,1144593,4,2.946721
505,5732,1963193,4,3.441176
506,17560,461013,2,3.64507
507,16082,438770,5,4.002849
508,2743,2494443,3,3.901186
509,11771,615954,4,3.385621
510,9788,2142723,4,4.257206
511,8277,660413,4,3.28022
512,10607,1493303,5,3.815789
513,9683,303948,4,3.783945
514,2938,1396732,5,3.7
515,413,1788058,2,3.166667
516,5862,1919978,3,3.024752
517,6263,1508976,3,3.183214
518,6294,2057828,3,2.976299
519,3582,422911,5,3.906542
520,6196,1104846,5,3.910394
521,17355,475102,4,4.365217
522,12834,2559543,5,4.257554
523,10436,148775,4,4.225303
524,8743,1309932,4,3.451531
525,2252,1834079,4,3.023041
526,9927,1790736,4,3.770358
527,11022,1773962,1,3.943907
528,14576,139944,1,3.865347
529,14454,874700,3,3.612048
530,3478,708991,4,4.010152
531,12911,2374424,3,3.896239
532,6833,933065,5,3.701493
533,4669,633794,4,4.514286
534,4007,2278535,3,3.728625
535,5309,19491,1,4.018018
536,191,2246659,4,3.352691
537,13195,856449,4,3.828746
538,6274,1760545,4,3.714844
539,7184,349248,4,4.560748
540,3958,2478431,5,2.841818
541,12526,1788628,3,2.924324
542,1901,2585184,4,4.440594
543,16265,796548,4,3.287162
544,16203,1111764,4,4.607533
545,8362,2634967,1,1.614556
546,15276,1696615,4,3.71
547,6804,1419516,5,4.190909
548,1595,1267441,5,4.448276
549,4260,2397618,1,3.85443
550,4592,2215353,5,4.23871
551,11199,127238,3,2.782205
552,8295,920872,3,3.55794
553,5582,1504667,5,3.755906
554,6464,1743816,5,4.365188
555,6042,2055968,1,2.647059
556,14738,2283319,2,3.362093
557,6037,112327,5,3.766393
558,16303,1230351,3,3.7103
559,9254,2592722,5,3.8
560,4656,2531466,4,3.741818
561,12828,1067234,4,3.901141
562,8687,511607,4,3.611307
563,6366,1905347,3,4.346591
564,9217,2232148,4,3.395437
565,13391,169686,4,3.693333
566,2112,1812977,5,3.838333
567,16006,2319282,3,3.339026
568,5778,245440,5,2.97973
569,1220,1927302,4,4.222222
570,4256,2120968,3,3.078734
571,15362,918562,5,3.109074
572,5154,2597035,3,3.087379
573,3864,1260665,5,3.534884
574,6205,598582,5,3.148396
575,16452,39854,4,3.135593
576,17026,2195606,2,3.15332
577,5496,1095791,3,2.569845
578,10785,985552,3,4.222065
579,191,378393,4,4.036697
580,9340,2575546,3,3.609756
581,10375,1419451,4,3.89172
582,2342,1633739,2,3.285714
583,15084,2209351,5,4.146185
584,16499,253326,4,3.38225
585,15459,1434502,3,3.535433
586,10378,2389271,3,3.444444
587,1425,1036305,3,3.311927
588,11401,779492,3,3.093342
589,11186,1586699,4,3.686141
590,16278,2590395,4,3.200864
591,13081,1692467,3,4.205882
592,17319,1662724,3,3.036846
593,13052,460660,3,3.696589
594,3544,44104,5,3.955056
595,7219,1553659,3,3.93426
596,7973,1491916,4,3.477462
597,4155,673857,4,4.540816
598,6464,1421436,4,2.474553
599,9863,56341,3,3.099338
600,15953,1158708,5,3.806213
601,4745,1740884,4,3.992908
602,6047,869379,2,4.071429
603,11166,1529030,5,3.514563
604,14737,851463,1,3.406685
605,12195,1355973,3,3.345946
606,8687,373368,3,3.341667
607,14664,719725,4,3.72802
608,8966,1734468,3,3.887324
609,10043,819806,4,3.920705
610,2872,322009,3,3.276868
611,14550,1552151,4,3.762391
612,9756,1557598,4,3.82381
613,17627,2289602,4,3.337662
614,571,1671404,4,3.204545
615,197,1876784,3,3.309091
616,14590,2568126,4,4.267742
617,12056,1309843,3,2.938462
618,15531,1267008,3,3.6013
619,6206,2555913,4,3.84186
620,17597,1815824,3,3.655039
621,2095,619245,5,3.364706
622,3579,2304670,4,4.191667
623,3290,651335,3,3.033835
624,16499,927510,4,3.335013
625,17355,2436397,4,3.84
626,10863,749176,3,3.439394
627,2200,548296,4,3.484375
628,1046,307998,4,3.727273
629,1307,8570,4,3.530414
630,6972,705993,3,4.375
631,7343,915926,2,2.815321
632,10162,414293,4,3.307028
633,7696,1612252,5,4.326693
634,5169,1810588,4,3.530238
635,886,1781813,5,3.835294
636,5096,2387106,3,3.426914
637,15887,1149347,4,3.708738
638,17127,1964903,3,3.307404
639,758,729432,3,4.05805
640,10759,1219960,2,3.320861
641,11781,2644213,4,3.439394
642,5345,148824,3,3.363265
643,10027,1295298,3,3.725857
644,11677,968113,3,3.5
645,12206,1435252,4,3.623301
646,10730,453262,3,3.216837
647,8809,1461993,5,4.243942
648,14203,1417705,2,2.971191
649,8493,1232164,3,3.373226
650,9578,162838,4,4.334197
651,13580,802258,3,4.306977
652,15634,249029,3,2.894087
653,4432,1298406,4,3.116608
654,5732,1332405,4,3.393939
655,8717,962359,5,3.689247
656,7597,1166912,1,2.422531
657,15099,306420,3,3.842663
658,6245,1532336,3,2.630033
659,3368,1402323,3,3.071283
660,9886,1537983,4,3.836713
661,16113,2555943,4,4.005714
662,8827,2270028,4,3.786842
663,12966,1603020,4,3.137733
664,10284,429730,5,4.089623
665,12171,923325,1,3.650755
666,11775,2269029,3,3.59362
667,4865,1009547,4,3.741742
668,1098,1510017,4,3.661017
669,14712,611538,4,3.573123
670,14312,787569,4,4.112392
671,10906,486826,3,3.735294
672,14149,21701,5,3.693333
673,12918,1271262,4,3.712644
674,16997,92699,4,3.973783
675,2782,1979429,4,4.249541
676,2457,872071,4,4.24159
677,3192,304409,3,4.068674
678,12317,1613237,3,3.27907
679,528,1386321,2,2.970149
680,1202,2266426,4,3.586667
681,2152,2003550,3,3.118084
682,6386,2146617,5,3.519608
683,7694,1266847,3,3.802497
684,548,1387056,3,3.484663
685,1324,728385,3,3.305769
686,5730,2149067,4,3.453258
687,2778,823937,5,4.409836
688,3605,644541,3,3.472574
689,11837,2206698,1,3.308176
690,3984,2151578,5,4.446429
691,17355,432647,5,4.063655
692,10785,649150,4,4.25283
693,5112,833677,3,3.092424
694,10239,184765,4,2.962238
695,12299,2643586,1,2.950617
696,11355,1033053,4,3.213641
697,5317,2416952,1,4.099265
698,1295,1688682,5,3.491429
699,6716,81988,4,3.772727
700,14718,290740,4,4.234694
701,10451,1457535,2,3.514706
702,16522,1010556,3,4.101399
703,16879,847258,2,3.490196
704,8563,2471299,5,4.167355
705,7356,2024669,3,3.834559
706,1406,531175,1,2.975657
707,14909,1392954,3,3.909091
708,2443,2341605,4,3.538934
709,8141,124025,2,3.159213
710,7419,271854,3,3.542074
711,15755,1425586,4,3.910256
712,13359,2592080,3,3.699387
713,3728,402266,3,3.456666
714,7600,75327,4,3.516544
715,12470,1123243,3,3.502321
716,11209,64613,3,3.506329
717,468,839086,3,4.094855
718,16640,1311651,5,4.297844
719,17452,2210662,2,3.817109
720,9625,1688856,4,3.506494
721,10730,1516350,3,3.065124
722,12155,640952,3,3.945946
723,3860,209289,2,3.724771
724,17215,1578998,4,3.630072
725,10632,2591704,3,2.917154
726,10191,1500625,3,3.268946
727,1542,465986,3,3.660377
728,985,603084,4,3.020737
729,9160,2104,3,2.626506
730,6552,1351594,3,3.226819
731,1145,2485628,4,3.538462
732,4266,58024,4,3.288889
733,5287,1277194,4,3.400568
734,5308,695624,4,3.929088
735,5695,2354626,4,3.752796
736,4751,478476,3,2.771605
737,4847,2592584,4,3.343713
738,12704,393252,4,3.932203
739,1962,658412,4,3.841297
740,6223,1708797,3,3.45618
741,15922,379787,4,3.685824
742,15818,827025,4,4.05618
743,14198,1211946,3,3.876543
744,16954,246644,4,3.483871
745,12092,806909,5,4.533879
746,10359,833659,2,2.924064
747,240,1953823,4,3.436782
748,3984,1669517,4,2.933246
749,12085,331278,5,3.434715
750,17339,439815,5,3.717391
751,14718,1551109,2,4.39171
752,13301,1094757,5,3.424951
753,1255,28338,3,3.395242
754,7617,8092,3,3.812785
755,8782,2612470,4,3.66055
756,877,572647,4,3.706093
757,9430,1915990,3,3.706612
758,3605,762123,5,4.352113
759,5862,561284,4,3.96699
760,4778,533749,3,3.630508
761,9725,1782958,3,3.228769
762,11850,2114570,3,2.634703
763,11166,1841174,2,4.177419
764,12293,239757,5,3.291667
765,674,2280393,4,3.861977
766,10747,718012,3,2.999197
767,11314,1907554,4,3.342742
768,5245,926739,4,3.719008
769,4472,906029,5,3.549451
770,12470,2150598,3,4.029024
771,10889,2312913,4,4.236395
772,16792,1494816,2,2.289855
773,13851,2229815,3,3.617647
774,5762,2303987,2,3.7
775,11077,902376,4,4.5
776,6449,1424750,4,4.204506
777,12470,1337890,4,3.2
778,12002,1591646,4,3.965087
779,15540,2197402,4,3.811513
780,3463,586916,3,3.321429
781,15394,1825049,2,3.154242
782,8782,790471,4,3.417778
783,5814,1748076,1,3.26738
784,2922,1245896,4,3.778098
785,17405,2495205,3,3.193333
786,4633,225381,5,4.352657
787,9359,1047623,4,3.896811
788,16640,40924,3,3.270833
789,8078,48210,4,3.651551
790,13582,2179066,5,3.505703
791,5775,2173206,3,3.576299
792,13462,340799,3,3.71028
793,12667,2174151,5,3.924576
794,4833,352609,4,3.405811
795,14155,1247866,4,3.438202
796,3650,504089,3,4.466667
797,10550,2154943,4,3.638973
798,15563,2534884,2,3.693431
799,14454,272982,4,3.582237
800,6428,1001464,4,3.6275
801,8904,1982725,5,4.071429
802,11149,2348845,5,4.354331
803,4355,1199422,1,3.791667
804,6618,729150,3,3.639935
805,5477,1573067,3,3.498155
806,111,650973,1,3.477124
807,15078,1107212,3,4.043668
808,10625,1208196,3,3.47551
809,12343,430465,5,4.582609
810,11140,1909219,2,3.006981
811,468,1852802,4,3.677419
812,11490,84873,5,3.49162
813,17381,561560,3,3.888889
814,7127,802351,5,4.306878
815,14278,2458647,5,3.736082
816,1799,1890112,3,2.983356
817,197,1249562,3,3.42803
818,16384,1920759,5,3.162437
819,6720,833866,4,4.235294
820,15385,653544,5,3.396825
821,12671,2529959,4,3.608696
822,4123,1430847,1,4.011628
823,13420,1523325,3,3.823729
824,2252,1880039,4,3.146485
825,6001,1420020,3,2.588446
826,11837,1789111,3,3.505952
827,6196,2002856,4,3.343675
828,6912,45113,4,3.056604
829,17100,2578830,3,3.256155
830,13887,1435751,5,3.827869
831,9621,410769,4,4.336658
832,12867,1090199,4,3.529644
833,818,2639487,2,3.87123
834,4512,1932325,1,3.161395
835,11647,1675753,3,3.709402
836,8429,2524314,3,4.050279
837,10183,1071510,3,3.650235
838,6510,749157,4,4.124242
839,10550,2481862,3,3.379518
840,6972,2332555,4,3.77027
841,1307,1247713,4,4.037383
842,15084,1438921,3,3.893458
843,11315,1281969,5,4.015625
844,3887,2071036,5,3.772152
845,7991,304243,4,3.346749
846,17703,498589,3,3.846154
847,14233,2559769,3,3.543417
848,6661,2510709,4,3.056424
849,1962,1551924,4,3.469957
850,11149,321160,3,2.770492
851,2528,1690279,2,3.264578
852,1962,580665,3,3.207039
853,16969,403435,4,3.80916
854,789,303643,3,2.444283
855,4080,1788855,2,3.351269
856,8467,48076,3,3.669863
857,16792,1587738,4,3.179487
858,2452,1415272,5,4.112016
859,4640,352167,5,3.892366
860,2698,943915,3,3.355522
861,6721,1353561,4,4.10559
862,3414,1100280,4,4.132075
863,12501,341868,3,3.513542
864,6223,425459,3,3.498423
865,17308,2361462,5,3.765343
866,4248,526497,5,4.168807
867,5695,2460470,4,3.360442
868,14459,1826722,3,3.280477
869,5628,2183733,3,3.710591
870,1073,502215,4,3.79064
871,10378,2259445,3,3.666667
872,2558,269382,4,3.752044
873,1757,2420505,3,3.453303
874,3216,1862272,3,3.095267
875,10436,2432801,4,4.375385
876,11279,2058194,5,4.139464
877,12343,290916,2,3.05508
878,7040,110582,3,3.701961
879,8904,1584234,3,2.653614
880,15493,990807,4,3.628755
881,12046,2478604,3,2.983425
882,10759,573915,3,3.487479
883,7563,140565,4,3.669162
884,2209,2126385,3,2.848921
885,5571,868692,4,3.506527
886,6829,1334859,4,3.480287
887,6450,849144,2,3.175245
888,10286,1062078,3,3.325967
889,13763,149877,4,3.791667
890,1905,2414202,4,3.933333
891,14313,20231,2,3.454545
892,15784,91114,5,3.75419
893,788,505109,2,3.048499
894,2617,2431537,4,3.386667
895,1962,1600125,5,4.565854
896,14894,2458072,3,3.700166
897,11051,1773695,3,3.785484
898,1140,1072159,4,3.989922
