"user_id","rating","movie_id"
2242958,1.00,14670
1088293,4.00,720
1381066,4.00,5061
2238466,3.00,6721
612870,5.00,16153
1203545,5.00,2050
1833930,1.00,12238
1823851,3.00,4801
852400,3.00,11405
157150,5.00,11612
259695,2.00,9645
1278488,4.00,8393
1847693,1.00,9265
828672,4.00,9381
2158608,5.00,4739
731874,1.00,4661
2577898,3.00,17559
1705743,4.00,12085
68156,1.00,17385
1821073,3.00,11677
1378542,3.00,2372
48282,3.00,14507
324590,3.00,13128
301623,2.00,15563
2012820,4.00,3860
1490341,1.00,10730
18432,5.00,1983
2099432,3.00,5345
2092108,3.00,6886
1807327,5.00,13302
1765559,3.00,1744
2497679,5.00,14050
2535052,3.00,10425
2637831,5.00,6829
1325649,4.00,14601
1745553,5.00,1810
835024,4.00,17627
1743784,4.00,3957
1283056,3.00,14670
266320,3.00,6957
2052403,4.00,548
567585,5.00,8393
814287,5.00,14538
1520631,5.00,15345
1180062,3.00,8387
2448496,1.00,758
2116415,3.00,12508
918157,5.00,658
434700,3.00,3433
269136,4.00,12161
2028268,4.00,1145
2409971,5.00,11662
311080,4.00,15702
959160,2.00,5054
1121767,4.00,14978
544493,5.00,9728
2480782,3.00,4262
1624257,4.00,15768
2203520,4.00,7509
1014989,4.00,6989
450527,5.00,8016
510192,5.00,17328
1762056,5.00,2660
1649775,3.00,2328
1271015,4.00,5775
800262,5.00,482
2216675,3.00,6206
2392452,5.00,12774
270044,4.00,4266
2411332,4.00,5952
2060090,4.00,15755
1819758,3.00,4315
1696046,3.00,11521
2552629,5.00,4996
1620154,3.00,2252
2496947,4.00,13462
5916,5.00,3285
2626393,3.00,8826
1110164,4.00,8277
2642383,3.00,3541
1686060,1.00,14718
397932,3.00,2580
1366376,1.00,13462
423952,4.00,4141
1107093,4.00,7193
1357508,4.00,2163
651518,4.00,4519
2438944,3.00,10105
1675680,2.00,6229
2475883,2.00,15477
883639,5.00,1139
1112982,3.00,1509
2051554,5.00,6983
1392598,4.00,10747
1830560,3.00,4668
59763,4.00,1470
136981,4.00,11888
1192771,4.00,1274
1622441,5.00,16977
1632068,4.00,6860
2595353,3.00,12293
500829,5.00,2470
1469206,5.00,10358
606271,3.00,9913
743633,5.00,10101
932186,5.00,2430
1489900,4.00,11638
2214761,3.00,14215
978448,4.00,10231
1757607,3.00,14670
1174698,5.00,15037
308054,5.00,6042
140691,2.00,1629
759345,5.00,4356
15538,3.00,166
741851,4.00,17411
1225150,3.00,11400
2043517,5.00,14425
60836,4.00,15394
1010765,4.00,17157
778692,3.00,10451
1393350,5.00,5363
587590,4.00,5607
632669,4.00,15366
1923574,3.00,13887
1734444,4.00,7219
2085211,3.00,2594
1410241,5.00,15124
2069442,4.00,5906
2134424,3.00,11443
2002123,3.00,1901
1867400,3.00,14525
2002966,4.00,1307
690433,4.00,11907
375678,3.00,7336
1845316,3.00,1826
1172215,3.00,1799
1517805,5.00,11443
386156,1.00,16793
2434675,3.00,2379
295718,3.00,5875
1424448,4.00,6445
1414572,2.00,6845
2241504,5.00,17129
656005,3.00,17355
1955176,3.00,3526
2265055,2.00,13232
1233294,4.00,16879
2564390,3.00,6347
1624904,5.00,10423
1855263,2.00,4492
2220881,5.00,12159
947403,4.00,16703
1660370,2.00,6366
295007,5.00,3333
64614,3.00,723
1077945,4.00,6615
2149665,5.00,11077
726079,4.00,9074
641055,5.00,15421
2328430,3.00,16203
32902,4.00,2290
988602,4.00,14149
712151,4.00,746
23154,3.00,7240
1922190,3.00,16016
83066,2.00,5239
1955660,2.00,5477
2123052,5.00,16128
412354,4.00,10947
92387,3.00,1810
2487973,5.00,3938
374674,3.00,7991
285845,4.00,6445
1981733,1.00,5090
1857071,2.00,759
156894,2.00,15125
999796,2.00,3925
999458,4.00,14691
1732588,3.00,1073
672947,5.00,2178
841202,4.00,6206
1848525,2.00,17328
1888345,4.00,3333
1465888,4.00,8045
2220429,3.00,3551
457903,4.00,273
923103,5.00,16604
639170,4.00,16954
2368042,2.00,12470
257395,3.00,5809
282960,4.00,1744
172217,3.00,1734
1854220,5.00,15381
1745107,3.00,1972
2440887,4.00,1582
638525,3.00,14484
188254,3.00,11314
2078509,2.00,12867
1107588,1.00,6979
1812213,4.00,457
124121,4.00,11337
1583476,5.00,9728
2108745,3.00,16438
1233535,4.00,13580
1408892,1.00,12102
1537650,5.00,5169
384489,3.00,10226
53380,5.00,5496
1636381,5.00,13493
13141,5.00,12084
1442814,4.00,8764
1013161,5.00,14483
1313029,4.00,13582
1034456,4.00,9756
820110,3.00,17129
1331185,5.00,4661
1922687,5.00,2430
2589121,4.00,10461
1458818,3.00,1573
2012472,4.00,6133
1927495,2.00,12161
944542,3.00,8011
2438621,4.00,12931
323253,4.00,10358
2385435,5.00,3708
1996751,5.00,14302
2412709,3.00,4591
1980645,5.00,9254
1264476,4.00,9681
1665857,3.00,3860
82297,5.00,6408
1834827,3.00,10281
2056388,4.00,15952
571092,5.00,2040
2336784,4.00,7281
122857,1.00,6084
1262628,3.00,1931
439830,4.00,12476
1114362,3.00,14334
2335313,3.00,5181
1141339,3.00,4678
1710338,3.00,16377
380563,5.00,711
1081653,5.00,14869
1121564,5.00,10947
1563429,4.00,14317
528522,3.00,2212
1903709,3.00,13636
2532402,5.00,73
387418,4.00,2290
499578,4.00,14313
1185574,4.00,6037
1492956,4.00,1220
957961,3.00,8334
1072637,3.00,4043
119624,2.00,16784
1420150,5.00,4392
2224220,4.00,6523
1374899,4.00,2594
167041,4.00,16954
1928877,4.00,9756
1181558,4.00,7844
723399,4.00,14250
982463,5.00,15116
1047767,5.00,316
707653,2.00,13015
1582142,4.00,4256
2544956,3.00,6475
2190787,3.00,3347
907708,2.00,15361
2141387,1.00,13736
2162803,2.00,7055
263031,5.00,5493
1979348,4.00,14312
2417531,4.00,5401
2219775,3.00,10042
870391,3.00,1145
426697,4.00,16390
2237818,4.00,1865
1878892,3.00,7786
1782425,3.00,8986
1055503,4.00,14358
2116415,3.00,15151
78669,5.00,11490
1092677,4.00,16169
875506,3.00,7019
494486,2.00,5716
1942906,5.00,2122
104459,5.00,17219
982709,3.00,6337
1707880,4.00,14367
1822764,4.00,3371
254789,4.00,9818
1779383,5.00,10583
811278,3.00,16605
43837,5.00,10359
2009534,5.00,17157
2573739,1.00,3917
2460310,3.00,14827
2180239,5.00,17215
1085488,5.00,3900
2037826,5.00,5069
356295,3.00,14109
1989998,4.00,11089
892513,3.00,2800
685790,4.00,6329
501002,3.00,13614
2086113,3.00,3962
120379,4.00,12232
244718,4.00,12435
133541,4.00,5787
577598,3.00,6362
2599586,3.00,10375
1359449,5.00,2314
1123466,3.00,8181
2383982,4.00,10986
1859649,5.00,14358
413548,4.00,15058
2332943,5.00,12748
1189694,3.00,13015
496436,1.00,10392
1109731,5.00,16272
855392,2.00,3333
1390458,2.00,4876
2465216,2.00,1578
380091,5.00,7624
2075320,5.00,17355
316218,2.00,16969
499961,4.00,3966
2395662,5.00,13728
510924,3.00,17555
1123870,4.00,5571
1675105,2.00,5137
330802,3.00,9782
743041,2.00,14718
522860,4.00,2342
459772,3.00,862
432162,5.00,15345
909613,5.00,14031
724367,3.00,7533
1087097,3.00,10550
2332086,4.00,14233
1184737,4.00,5522
2157776,4.00,10894
364190,3.00,9828
1121232,5.00,14621
1183592,5.00,2862
1859919,2.00,1788
2190356,4.00,17622
2307509,3.00,2913
801078,4.00,11926
16581,3.00,5496
833829,3.00,14670
387819,5.00,361
787779,2.00,5333
676718,3.00,14149
356755,4.00,4345
2601377,3.00,4089
1887380,2.00,15276
2094599,4.00,10734
1729134,1.00,8489
2264176,4.00,10712
1568024,4.00,16552
1622827,4.00,15816
1556197,2.00,6631
1193517,5.00,7586
2278224,5.00,11443
990624,3.00,4467
1126261,4.00,15205
1486688,4.00,4315
1518963,4.00,7399
877366,3.00,11199
1007084,4.00,13462
2385614,4.00,8666
1026106,4.00,5055
1733203,3.00,1021
62218,5.00,17169
448251,5.00,14842
888206,4.00,5112
2509802,3.00,15107
2180490,5.00,5112
341728,5.00,711
1700671,3.00,9828
2567419,5.00,8740
1134299,4.00,4472
2272412,3.00,1865
590598,4.00,5926
2004040,1.00,2675
644088,1.00,3229
1493191,2.00,8079
688751,4.00,5788
987960,5.00,11521
1476354,5.00,7215
2251582,3.00,12034
829304,1.00,13853
2138757,3.00,7826
981936,5.00,13082
1151340,5.00,15124
408517,5.00,13217
2006185,3.00,1255
2645206,2.00,11171
124598,5.00,3860
2540249,4.00,1799
1165360,3.00,4570
1881328,4.00,417
1129580,4.00,10421
1386516,5.00,3608
944542,3.00,14545
256386,4.00,11468
2633363,3.00,982
146044,2.00,16445
1578366,3.00,12051
1324891,4.00,8339
1080876,5.00,16891
1225081,1.00,9757
1539326,4.00,9785
2210867,3.00,1805
1587492,5.00,645
1068329,2.00,5775
144265,3.00,9395
588392,3.00,11149
2627190,5.00,9940
494859,4.00,13728
1412204,2.00,9340
1760980,5.00,10558
2466807,4.00,14667
2596161,2.00,4945
70244,3.00,12911
2284606,3.00,2135
211921,5.00,17627
2435240,4.00,705
1047326,3.00,12232
2258349,4.00,15315
19922,5.00,11265
876288,4.00,2149
586916,2.00,6833
282960,2.00,12047
1637767,1.00,10358
1496622,1.00,12317
1619493,5.00,1180
1536700,4.00,14367
1759893,4.00,15440
1654414,4.00,15471
305151,3.00,14538
2461299,3.00,5317
633471,5.00,12605
91234,4.00,7180
1326360,4.00,16819
1275804,5.00,16903
1735055,5.00,7511
1451703,4.00,3638
909570,3.00,8782
1693895,4.00,15124
962789,3.00,2782
1473192,3.00,14131
255555,3.00,1470
1437874,2.00,12155
2629811,3.00,9645
327402,5.00,165
307505,5.00,15858
269136,4.00,1642
169281,3.00,2001
582557,3.00,12255
92839,3.00,11781
264923,1.00,2200
305344,3.00,17627
1833705,1.00,8177
2456515,4.00,7131
2602249,3.00,9340
212565,4.00,7055
1482544,4.00,11182
39651,4.00,12911
255148,2.00,10664
1701003,1.00,7632
2312349,3.00,5087
963134,5.00,14550
58510,3.00,14644
2251460,4.00,2782
289006,3.00,708
254788,4.00,7523
674938,3.00,5496
1227502,4.00,17560
1217721,2.00,3463
1944206,2.00,5255
2103280,4.00,14909
2446344,2.00,16552
1108231,3.00,15646
2032377,4.00,13809
780136,3.00,3433
1729739,5.00,5692
1947371,3.00,15130
927240,3.00,9331
1595774,5.00,17431
990808,4.00,10283
452902,5.00,7984
892583,3.00,2122
322009,3.00,12945
2323668,2.00,16859
2445586,1.00,13856
2491105,4.00,4011
999392,4.00,6287
1366714,2.00,11585
1461435,1.00,4852
903549,4.00,1102
1129137,5.00,2660
2116388,5.00,15727
1602333,2.00,11171
2402847,3.00,14550
1528869,4.00,746
2140803,4.00,30
2289956,4.00,1834
2106538,3.00,7563
2405815,5.00,15062
1364228,4.00,13462
1026504,4.00,14313
1702945,4.00,4978
1706084,5.00,12140
769162,4.00,8263
1481728,5.00,2981
2641316,5.00,7517
1320187,3.00,17295
389063,5.00,15582
1681852,2.00,2086
1691893,3.00,7617
747158,4.00,1962
1680088,3.00,7397
1332228,1.00,11092
2304448,4.00,3860
1574688,3.00,10375
844906,4.00,11781
1713284,4.00,2640
1776452,5.00,11443
395098,3.00,12694
1912542,2.00,10337
727272,3.00,11651
1684320,4.00,14973
1959185,5.00,15814
1887317,3.00,615
505653,3.00,1289
1496865,4.00,5577
1276114,3.00,16890
1872419,5.00,10666
318235,4.00,7219
1779860,3.00,14240
1778764,4.00,15107
428974,3.00,3905
2147824,5.00,9023
1427929,5.00,10854
628717,4.00,2992
1372340,5.00,10375
2465894,3.00,17513
2089958,5.00,1102
2595514,4.00,13302
72091,5.00,8116
124237,4.00,13748
2583029,5.00,8159
1950604,5.00,2290
1263158,4.00,746
419582,1.00,12966
472391,3.00,6972
1518269,3.00,5814
945082,3.00,312
1724717,5.00,14209
881355,5.00,15304
1304651,3.00,9429
686786,1.00,14712
1259487,5.00,10375
1592891,4.00,11663
1682724,2.00,8808
1932594,2.00,11542
1912666,3.00,10078
1486658,4.00,17195
379499,4.00,15129
1478249,3.00,10359
2284211,3.00,11337
2172303,3.00,7193
1416482,4.00,2372
128254,4.00,872
1758120,3.00,10827
932897,2.00,2782
2212925,1.00,963
129511,5.00,13842
1137921,4.00,12226
1466219,5.00,12470
1064540,3.00,7281
1940067,4.00,9160
1357401,3.00,13433
35881,3.00,14725
824658,5.00,12470
2381481,2.00,9340
848801,4.00,3079
404535,4.00,16668
1039981,5.00,6510
54974,5.00,8317
2464081,5.00,14020
2064041,5.00,3538
1572514,2.00,10078
224836,3.00,28
2185421,3.00,8333
889038,5.00,13705
1052276,5.00,7509
562802,3.00,16082
1110479,3.00,4219
1019827,4.00,8839
2173191,3.00,14664
749591,2.00,17387
1063583,5.00,5582
1093500,3.00,9309
2327425,5.00,4727
205007,4.00,4360
1276636,5.00,6631
27139,3.00,10889
627687,3.00,11149
2401492,3.00,12560
586249,4.00,11209
1036209,5.00,17746
69209,3.00,629
2619959,3.00,3611
1169732,4.00,5704
2026250,1.00,3151
847460,5.00,12161
1500017,4.00,16872
743060,3.00,2209
968138,5.00,9051
1457,4.00,9886
1578321,4.00,15755
1521970,4.00,16223
768710,4.00,10566
1969526,5.00,3638
1244511,4.00,15156
985211,5.00,16463
2439493,1.00,1568
1534168,4.00,7209
112208,4.00,3427
2205498,4.00,14550
277783,4.00,10109
1698596,3.00,17381
2432340,5.00,5614
763193,3.00,10844
1068387,2.00,7130
823802,4.00,10827
2003856,3.00,9526
2525760,4.00,14856
2330519,4.00,14781
502050,2.00,4660
1874366,3.00,16596
1125867,4.00,3385
1723621,3.00,15325
2610157,4.00,2577
652233,4.00,5775
1001129,2.00,10682
1449727,3.00,7370
1382319,5.00,1110
808473,4.00,15705
1867153,3.00,2095
2151845,3.00,4497
452481,2.00,12275
1999471,5.00,14667
2597915,3.00,10561
412641,3.00,2508
1018465,4.00,7219
848193,5.00,5317
252633,4.00,2862
2212081,4.00,6615
491865,5.00,3610
1674814,1.00,2617
297554,4.00,11071
1757577,2.00,15024
1790158,3.00,9875
1644734,3.00,10832
2439332,4.00,16572
741248,4.00,9535
2243435,1.00,16461
2163994,1.00,1884
1832225,2.00,17499
1154287,3.00,11639
958159,5.00,14050
386951,2.00,17565
2576719,2.00,15422
2390120,5.00,1073
1647981,5.00,4705
532599,4.00,17424
2561266,2.00,13883
360932,5.00,15205
558634,5.00,15057
1823860,3.00,5112
1459727,4.00,8295
2549686,5.00,10424
1717138,3.00,13423
391590,4.00,13359
1009622,3.00,2847
2055615,4.00,746
1671947,1.00,11837
2010849,2.00,674
325111,3.00,8651
2497159,5.00,3787
1623132,4.00,3106
1525859,4.00,15107
2368242,3.00,5054
557143,4.00,8760
1768471,5.00,4877
45858,4.00,6329
482323,4.00,17764
2512629,3.00,4661
1801136,4.00,11886
1112365,1.00,4775
437686,3.00,10123
589571,4.00,2470
2289602,3.00,4384
851156,5.00,5561
1083414,4.00,13546
1760487,4.00,6664
2001615,3.00,13128
1600034,4.00,3379
1537621,5.00,7399
1084609,4.00,10583
1339499,1.00,8
1333196,4.00,10103
655385,4.00,3077
507638,5.00,2465
1039261,5.00,11040
219808,3.00,216
1396493,2.00,14712
157171,3.00,13542
166848,4.00,11886
1706866,4.00,14023
2130315,3.00,1707
307567,2.00,8387
2423393,4.00,2578
1948677,5.00,17169
2386179,1.00,10027
1969285,2.00,1783
790244,3.00,3095
1361919,4.00,7509
484466,4.00,1770
2312320,3.00,789
774183,4.00,6287
2324417,3.00,3106
1329642,5.00,11141
2504095,3.00,13439
1713394,3.00,13128
1641798,4.00,2095
1679257,3.00,3342
2293074,3.00,10359
1905364,5.00,5507
198285,5.00,16147
2229377,3.00,6599
1771053,5.00,15296
1684604,5.00,11371
1794245,5.00,10890
1696887,5.00,4829
1512029,4.00,9960
1602153,3.00,17456
71148,3.00,15945
2285274,1.00,4745
2070822,5.00,2735
2340200,1.00,360
2040859,1.00,11041
630708,3.00,7511
862587,4.00,10773
190446,5.00,15209
2118923,5.00,3921
1663782,3.00,12911
489720,4.00,8413
1293932,3.00,8046
626164,5.00,1164
456590,4.00,5787
1771216,5.00,143
177426,4.00,8232
286353,5.00,12838
1817781,4.00,16356
723396,3.00,4315
2180575,4.00,11607
2597326,1.00,16712
1767864,3.00,10158
993973,5.00,13383
2196463,4.00,3713
804027,3.00,652
528666,5.00,11781
2291972,5.00,6037
1295852,3.00,6890
245519,5.00,313
930575,3.00,1700
1222702,3.00,14759
1127117,4.00,14574
344472,5.00,8272
350400,4.00,13082
887064,2.00,11903
182203,5.00,6223
858700,5.00,12834
601202,4.00,13462
63367,4.00,9156
2181636,4.00,8782
1910482,5.00,6205
1015978,4.00,13056
1826215,3.00,17308
1389633,3.00,5775
2115342,4.00,17714
1112867,3.00,3640
2404943,4.00,1092
1759191,4.00,14410
1840544,2.00,5727
361702,4.00,3269
1116080,3.00,12770
1597463,3.00,9685
2633274,5.00,2783
1026832,3.00,175
2431363,4.00,9254
1857050,4.00,11443
864012,3.00,11176
500112,4.00,6615
838301,5.00,1406
2230216,4.00,15862
1546961,5.00,17293
2419795,3.00,14810
2104326,4.00,1646
249701,3.00,14240
2580969,2.00,15619
566277,4.00,746
18851,5.00,3860
1952860,5.00,13594
2371817,3.00,12090
2411611,4.00,3522
501752,3.00,8376
2348376,4.00,7786
1061198,4.00,763
1151443,3.00,2495
881486,4.00,13594
1913920,3.00,6408
461075,1.00,8549
1233366,4.00,1428
1334279,3.00,16158
851111,3.00,7632
1127876,5.00,14961
144961,4.00,13705
363577,2.00,6029
1114455,4.00,2862
1692187,4.00,2186
696845,5.00,7230
921566,5.00,6833
2410606,5.00,13217
1395432,4.00,7600
1070287,4.00,5237
1905989,5.00,16068
2083362,4.00,8904
593862,4.00,5345
835637,4.00,9279
1861654,4.00,15205
1637793,3.00,16181
2276279,5.00,11584
1149415,5.00,16721
580794,5.00,9960
763874,5.00,14550
1441020,4.00,14149
234768,3.00,1974
1933151,4.00,9548
1387049,3.00,8049
1093671,3.00,17558
2596078,4.00,14961
2257938,2.00,3782
2388205,4.00,11639
2085742,2.00,4862
596860,3.00,2944
755320,3.00,13392
1623198,3.00,3427
2216417,4.00,15063
445533,3.00,6506
198724,3.00,4216
1139216,4.00,8507
945105,1.00,3282
2481640,5.00,14312
197437,3.00,16698
1752083,5.00,9882
754255,5.00,1144
621385,4.00,11812
2279562,5.00,13058
2621150,4.00,952
1607300,4.00,257
604856,4.00,4824
165532,3.00,14218
2440605,2.00,8544
2025375,5.00,2465
1515952,2.00,6923
1415789,5.00,191
221492,4.00,10378
448186,5.00,6796
983237,4.00,7112
1184328,3.00,686
1863704,4.00,3925
2287750,3.00,14103
488900,4.00,6475
770339,5.00,17764
293563,3.00,11303
1093447,4.00,6969
174413,2.00,3371
1622168,3.00,896
1435213,3.00,12353
288418,4.00,7971
1295475,4.00,6117
292654,3.00,313
1632858,5.00,10428
2256570,3.00,2913
722591,5.00,6166
2322840,2.00,15409
1920849,3.00,11886
1203049,3.00,13002
2103624,5.00,4306
1815865,3.00,13636
762007,5.00,16605
317912,4.00,5939
2178091,5.00,16242
1662459,4.00,13392
1802763,3.00,7509
2257099,3.00,1599
511847,1.00,16272
1273555,4.00,12317
1519627,2.00,15555
1340297,3.00,13809
798155,3.00,13050
1748535,3.00,16046
1336765,5.00,1324
746965,3.00,16792
256562,5.00,17558
489871,4.00,17346
652755,2.00,10358
1354798,4.00,8753
327152,5.00,15393
780481,3.00,15084
113867,5.00,15917
80160,3.00,7716
2023055,4.00,12125
2641011,3.00,3368
1438518,1.00,5448
772579,4.00,12911
441079,4.00,1035
1217691,5.00,8904
1533963,2.00,175
354994,2.00,10633
1353305,3.00,14978
1498221,3.00,13636
2452772,5.00,3938
1438345,3.00,7590
1417765,2.00,15764
1599855,2.00,10503
1042772,3.00,1659
647216,4.00,4586
1954061,5.00,12732
1765159,4.00,9340
1113136,4.00,13462
614298,5.00,13728
1459042,5.00,10739
1805836,3.00,16030
861239,4.00,14313
2450534,4.00,5601
877343,4.00,3320
969205,5.00,16384
1631999,5.00,9095
1987961,5.00,8980
1616726,5.00,6797
856833,4.00,13840
1714048,4.00,1307
1735368,5.00,7645
894519,3.00,10436
2348692,1.00,8333
378532,3.00,2912
767324,3.00,14698
794215,2.00,4705
