"movie_id","AVG(rating)"
176,3.269231
177,2.689362
178,3.371996
179,2.459364
180,3.834801
181,2.601474
182,3.086207
183,3.012270
184,3.334177
185,3.059649
186,3.382759
187,3.012048
188,2.761111
189,3.346168
190,2.096154
191,3.931896
192,3.188889
193,2.975000
194,3.135093
195,3.309783
196,3.496689
197,3.478505
198,3.082474
199,3.892909
200,3.015748
201,3.413205
202,3.104712
203,3.168421
204,2.696035
205,3.311508
206,3.855831
207,2.869565
208,3.358974
209,4.164741
210,3.160767
211,3.553159
212,2.771493
213,3.470827
214,2.919355
215,4.063520
216,3.219687
217,2.952038
218,3.228070
219,2.638889
220,3.255708
221,3.433962
222,2.602041
223,4.211198
224,3.834106
225,2.733653
226,2.454545
227,3.418888
228,2.840426
229,3.830247
230,3.095238
231,2.937173
232,3.181837
233,3.237864
234,2.936842
235,3.032110
236,2.320000
237,3.411765
238,3.675862
239,3.766467
240,3.948178
241,4.158199
242,3.912027
243,3.008696
244,3.873786
245,2.766667
246,3.114754
247,3.032761
248,3.632509
249,3.179487
250,3.437337
251,3.879397
252,3.391220
253,4.069331
254,2.047872
255,3.142073
256,3.440007
257,3.912487
258,2.963190
259,3.224138
260,3.157635
261,3.687140
262,3.710078
263,3.984270
264,2.888060
265,3.245098
266,3.055556
267,3.684028
268,3.711580
269,3.757223
270,4.289239
271,3.114407
272,2.919355
273,3.362131
274,2.763021
275,3.633406
276,2.088496
277,3.442308
278,2.144578
279,3.173735
280,3.355140
281,3.752908
282,3.662404
283,3.705789
284,2.273684
285,3.326861
286,2.915789
287,3.565041
288,3.545215
289,2.335616
290,3.584753
291,2.222222
292,3.851992
293,3.766010
294,3.147826
295,3.315955
296,2.938596
297,2.879649
298,3.109131
299,3.706658
300,2.455357
301,2.593023
302,2.818391
303,3.094170
304,3.767373
305,3.624754
306,3.061856
307,3.450000
308,2.782828
309,3.076233
310,3.371882
311,3.577313
312,3.710076
313,3.689110
314,3.410959
315,3.296296
316,4.301166
317,3.000000
318,2.344086
319,3.008547
320,2.813008
321,2.739437
322,2.587444
323,2.416785
324,3.054404
325,4.193172
326,3.292683
327,3.177143
328,2.887755
329,3.587593
330,3.461176
331,3.621725
332,2.244898
333,3.783290
334,3.558098
335,2.197279
336,3.172589
337,2.970524
338,3.891540
339,3.785714
340,2.938202
341,3.050243
342,3.709992
343,3.173913
344,3.696546
345,4.110467
346,3.047917
347,2.452830
348,3.405975
349,2.465278
350,3.795775
351,2.937500
352,2.559322
353,3.254877
354,2.283688
355,2.013514
356,3.073553
357,3.512085
358,3.539544
359,4.154016
360,2.388512
361,3.636217
362,2.512827
363,2.956870
364,2.934426
365,3.224806
366,3.494253
367,3.141581
368,3.408501
369,2.863924
370,3.110879
371,3.873806
372,2.391892
373,2.776471
374,3.319328
375,3.026406
376,3.424870
377,2.540541
378,2.835637
379,2.632911
380,3.088292
381,3.393490
382,3.064935
383,2.733032
384,3.735294
385,3.630010
386,2.948524
387,3.515306
388,2.328704
389,3.111111
390,2.690586
391,3.538188
392,3.233333
393,3.322668
394,3.569462
395,3.986726
396,3.102941
397,3.928571
398,2.746032
399,2.330645
400,3.831648
401,3.635177
402,3.239669
403,3.091954
404,2.488987
405,3.748298
406,3.762713
407,2.691244
408,3.404430
409,3.550562
410,3.907000
411,2.916256
412,3.126582
413,3.410992
414,2.937102
415,1.750000
416,2.987257
417,3.932918
418,2.723092
419,3.912458
420,3.714029
421,4.041110
422,3.393928
423,2.989726
424,3.556954
425,3.672084
426,3.247966
427,2.870140
428,2.834783
429,3.364618
430,4.048366
431,3.541386
432,3.987764
433,3.554147
434,3.467153
435,2.876106
436,3.813677
437,3.269939
438,3.030493
439,3.219118
440,2.925234
441,3.769231
442,3.934318
443,3.973624
444,3.166667
445,3.539708
446,2.832158
447,3.444444
448,3.201058
449,2.988636
450,3.370370
451,4.165005
452,2.893706
453,3.554502
454,3.933553
455,3.789474
456,3.681500
457,3.874524
458,3.547009
459,3.478508
460,2.190058
461,3.466543
462,4.033679
463,4.090909
464,2.756098
465,2.908163
466,3.748619
467,3.561303
468,3.516888
469,2.786408
470,2.445993
471,4.071636
472,3.060429
473,4.033121
474,3.600864
475,3.004850
476,4.133234
477,3.959729
478,3.260047
479,3.869812
480,2.568627
481,3.110215
482,3.787472
483,3.451661
484,3.513043
485,3.555217
486,3.650646
487,3.720000
488,3.658900
489,3.551529
490,2.868360
491,3.369338
492,2.959064
493,2.603774
494,4.001136
495,3.095149
496,3.703057
497,3.479789
498,4.064286
499,3.043592
500,3.629278
501,3.801914
502,3.705845
503,3.617530
504,4.060527
505,3.139812
506,2.796178
507,3.605873
508,2.979167
509,2.475676
510,3.243094
511,2.776066
512,2.833898
513,2.081535
514,3.813953
515,1.282443
516,3.781899
517,3.481892
518,3.806236
519,3.730769
520,3.859649
521,2.687023
522,3.288889
523,3.030822
524,3.278089
525,2.021127
526,2.919861
527,2.277778
528,2.982475
529,3.362887
530,2.432258
531,3.138614
532,3.284756
533,3.116812
534,3.204991
535,3.484574
536,2.820823
537,3.500000
538,2.735000
539,3.846491
540,3.395062
541,2.504950
542,1.883041
543,3.261125
544,3.644737
545,3.477745
546,2.612903
547,3.197324
548,3.005620
549,2.647887
550,3.459674
551,3.274956
552,3.011096
553,3.174576
554,3.244116
555,4.006737
556,2.960000
557,2.532164
558,3.272408
559,3.547826
560,4.192422
561,3.940711
562,2.376471
563,3.495998
564,3.196047
565,3.250000
566,3.087227
567,2.812500
568,2.967033
569,3.481430
570,2.907692
571,3.962955
572,3.242806
573,3.282178
574,3.185185
575,4.056613
576,3.838006
577,4.189788
578,2.393939
579,3.982776
580,3.074689
581,3.309524
582,3.010046
583,3.289474
584,3.060181
585,3.812500
586,3.320380
587,3.763810
588,3.448990
589,2.346284
590,3.388571
591,2.886275
592,2.000000
593,2.725275
594,2.565068
595,4.168218
596,2.974717
597,2.450704
598,3.371429
599,3.502228
600,3.214261
601,3.319307
602,2.812712
603,3.574307
604,3.313043
605,2.898305
606,3.342482
607,3.543596
608,2.432836
609,3.759843
610,2.533981
611,2.034483
612,3.055556
613,3.168111
614,3.084507
615,3.496374
616,3.333333
617,3.832274
618,2.611268
619,3.855513
620,3.570571
621,3.935545
622,2.988201
623,3.042553
624,3.257646
625,1.505942
626,3.656463
627,2.947917
628,3.509863
629,3.572832
630,2.633745
631,3.659808
632,2.977931
633,3.211031
634,4.156168
635,2.645390
636,3.497975
637,3.503618
638,3.538125
639,3.084211
640,3.140878
641,3.654852
642,3.723265
643,3.145718
644,2.986441
645,3.943438
646,3.872006
647,3.436496
648,3.497041
649,3.012500
650,2.672811
651,2.929577
652,3.318881
653,2.622222
654,2.564706
655,3.505562
656,2.739496
657,4.043365
658,3.633206
659,2.748908
660,3.778710
661,3.253372
662,3.589162
663,4.171004
664,2.335227
665,2.686275
666,3.231884
667,3.789328
668,3.871787
669,2.397436
670,3.511879
671,3.221053
672,3.070474
673,3.821835
674,3.384809
675,3.210227
676,3.077086
677,3.741612
678,3.330935
679,3.057471
680,2.963378
681,3.492818
682,3.745239
683,2.934307
684,2.609195
685,3.393536
686,3.070509
687,3.037594
688,3.173913
689,3.414013
690,3.972856
691,2.994652
692,3.510030
693,3.053249
694,3.759217
695,2.842424
696,3.429997
697,3.269608
698,2.474359
699,3.834270
700,3.610034
701,1.915094
702,2.927885
703,3.697917
704,3.024845
705,3.639735
706,3.523449
707,3.510629
708,3.387219
709,3.739496
710,4.152610
711,3.612420
712,4.133033
713,3.069231
714,2.171053
715,3.665996
716,3.237624
717,2.892101
718,3.323887
719,2.996273
720,3.843339
721,2.504451
722,4.094157
723,2.992729
724,4.408940
725,3.627957
726,2.151515
727,2.712121
728,2.955307
729,2.419048
730,3.839386
731,2.542973
732,3.225895
733,3.405487
734,3.828803
735,3.127551
736,2.156550
737,3.327103
738,2.772496
739,2.731183
740,2.801587
741,3.401442
742,2.841860
743,3.198238
744,2.877358
745,2.267857
746,3.525831
747,3.740385
748,3.734314
749,2.236302
750,3.522882
751,3.190416
752,4.257150
753,3.974843
754,3.197225
755,3.498492
756,2.546512
757,3.121951
758,3.514684
759,3.198742
760,3.862503
761,2.664059
762,3.983592
763,3.490211
764,3.743827
765,2.518519
766,3.067500
767,3.237942
768,3.288372
769,3.247706
770,3.161677
771,3.120419
772,2.656716
773,2.916509
774,4.247251
775,3.553684
776,2.977595
777,3.781250
778,3.904762
779,2.517647
780,3.827763
781,3.586777
782,2.467391
783,3.364627
784,3.520179
785,3.157068
786,3.368526
787,2.455696
788,3.764224
789,3.793762
790,2.806094
791,3.524675
792,2.855932
793,3.492754
794,3.117942
795,3.149758
796,2.943820
797,3.088328
798,3.886148
799,4.064604
800,2.385621
801,2.643312
802,3.350000
803,2.363128
804,3.848185
805,3.792388
806,3.489858
807,3.587343
808,3.238407
809,3.546729
810,2.961538
811,2.977601
812,3.216667
813,3.287770
814,3.399527
815,3.140426
816,3.545455
817,3.547237
818,3.473603
819,3.137980
820,1.954545
821,2.703390
822,4.071599
823,3.152174
824,3.780043
825,4.107639
826,3.140351
827,2.964072
828,3.004673
829,3.188111
830,2.870229
831,3.202158
832,3.781981
833,3.517221
834,2.728997
835,3.182250
836,3.547074
837,3.937551
838,2.509244
839,4.112583
840,3.824098
841,2.952703
842,3.456446
843,3.715236
844,2.854749
845,3.630901
846,2.685658
847,3.728395
848,3.043716
849,3.264512
850,3.423410
851,3.891829
852,2.996473
853,2.825054
854,2.147436
855,2.452747
856,2.588391
857,3.727582
858,3.218579
859,3.459560
860,2.629921
861,3.936396
862,3.498408
863,3.547945
864,2.712919
865,3.761905
866,3.384049
867,2.896296
868,3.478331
869,3.088496
870,2.357664
871,3.992188
872,4.199701
873,2.747748
874,3.425743
875,3.123077
876,3.535519
877,3.513825
878,2.445652
879,2.881579
880,3.930556
881,3.110215
882,2.841463
883,3.567075
884,2.851064
885,3.295011
886,4.186571
887,3.108787
888,2.594340
889,4.054035
890,3.177966
891,3.682927
892,3.577708
893,3.843342
894,2.752603
895,3.938342
896,3.429043
897,3.276135
898,3.067713
899,3.502674
900,3.933273
901,3.668385
902,2.357504
903,3.169811
904,2.441026
905,2.000000
906,3.421986
907,4.018339
908,4.190947
909,3.026786
910,3.171642
911,2.968105
912,3.144654
913,3.377246
914,3.076271
915,2.837209
916,3.582192
917,3.545455
918,3.917134
919,3.225939
920,2.460177
921,3.338918
922,2.861386
923,3.419643
924,2.793478
925,3.639889
926,2.186916
927,3.448113
928,2.703264
929,3.424749
930,3.186010
931,3.056920
932,2.282895
933,4.042308
934,3.390788
935,4.247899
936,3.096386
937,3.720343
938,1.988827
939,3.893082
940,3.680696
941,2.176101
942,3.020782
943,3.940531
944,2.681818
945,3.036036
946,2.496403
947,3.659113
948,2.753731
949,3.368739
950,2.588889
951,3.524390
952,3.986594
953,3.414399
954,3.326935
955,3.184615
956,2.573333
957,3.662829
958,3.628352
959,2.953368
960,3.472642
961,3.538658
962,3.090680
963,3.885234
964,3.679874
965,3.568323
966,3.276923
967,3.595128
968,2.628571
969,2.053030
970,3.030303
971,3.806566
972,3.618421
973,3.642857
974,3.615385
975,1.992126
976,3.656627
977,2.787451
978,3.327354
979,2.937008
980,3.624897
981,3.032051
982,3.801935
983,2.502024
984,3.400473
985,3.628809
986,3.527237
987,2.819149
988,3.760571
989,3.050055
990,3.775009
991,3.653521
992,3.933084
993,3.055337
994,3.220928
995,1.725490
996,4.031189
997,3.256667
998,3.309255
999,2.727113
1000,3.278515
1001,3.314959
1002,3.440000
1003,2.321429
1004,3.056284
1005,3.039548
1006,4.028540
1007,3.257143
1008,3.801463
1009,2.952381
1010,2.978723
1011,3.293186
1012,3.603962
1013,3.418327
1014,2.762646
1015,3.864426
1016,2.205882
1017,4.199327
1018,3.246073
1019,2.442029
1020,4.285290
1021,3.720964
1022,3.286759
1023,3.143198
1024,3.479436
1025,3.022364
1026,3.407144
1027,3.424851
1028,2.828571
1029,2.935680
1030,3.159763
1031,3.979833
1032,3.837881
1033,2.683845
1034,2.486957
1035,3.493687
1036,3.349515
1037,2.845420
1038,3.520000
1039,3.293532
1040,3.524194
1041,3.732020
1042,3.329114
1043,3.294191
1044,3.443695
1045,3.558904
1046,3.370307
1047,3.645087
1048,2.988651
1049,2.696203
1050,3.738842
1051,3.340155
1052,3.125926
1053,2.531646
1054,2.534483
1055,3.327586
1056,3.138340
1057,3.500000
1058,3.749722
1059,1.821229
1060,2.938765
1061,3.537298
1062,3.080696
1063,3.221154
1064,2.893617
1065,2.512048
1066,3.757677
1067,3.383185
1068,3.324333
1069,3.950243
1070,2.832836
1071,2.479675
1072,4.404199
1073,4.071286
1074,3.724946
1075,3.045068
1076,3.794492
1077,3.594371
1078,2.586103
1079,3.287097
1080,2.940375
1081,2.664773
1082,2.770186
1083,3.026012
1084,3.811793
1085,3.064583
1086,3.833658
1087,3.069659
1088,2.871369
1089,3.714632
1090,3.460177
1091,2.741935
1092,3.309199
1093,2.588785
1094,3.495552
1095,2.644670
1096,3.307496
1097,2.810345
1098,4.124321
1099,3.314410
1100,2.256325
1101,3.198347
1102,3.568607
1103,3.781869
1104,3.131453
1105,3.077357
1106,2.521739
1107,3.280992
1108,3.356295
1109,4.097403
1110,4.068354
1111,3.588762
1112,3.283133
1113,3.321526
1114,3.201117
1115,2.809322
1116,3.103648
1117,1.980583
1118,3.773693
1119,2.912037
1120,3.319920
1121,3.077287
1122,2.488636
1123,3.792518
1124,3.180428
1125,1.933333
1126,3.783133
1127,1.857741
1128,2.632911
1129,3.768825
1130,3.410523
1131,2.006897
1132,3.309042
1133,1.935135
1134,3.532633
1135,4.186528
1136,3.711409
1137,3.025424
1138,2.940282
1139,4.185446
1140,3.102321
1141,3.030000
1142,3.338397
1143,3.153724
1144,3.962426
1145,3.183512
1146,3.057831
1147,2.748201
1148,3.846166
1149,3.738636
1150,2.814935
1151,2.859172
1152,2.776596
1153,2.857143
1154,3.010152
1155,3.821972
1156,2.168478
1157,2.847699
1158,3.368857
1159,3.337209
1160,3.400325
1161,3.016807
1162,3.382979
1163,3.502666
1164,3.196850
1165,2.921454
1166,2.825000
1167,3.148177
1168,2.973684
1169,3.787611
1170,3.052268
1171,3.076547
1172,2.780228
1173,3.755081
1174,3.957696
1175,3.439065
1176,3.579945
1177,2.125000
1178,3.388430
1179,3.694298
1180,3.974806
1181,3.071429
1182,3.438944
1183,2.150327
1184,3.150376
1185,2.184615
1186,2.975758
1187,3.312217
1188,2.932331
1189,3.238372
1190,3.120419
1191,3.279446
1192,2.896774
1193,2.997575
1194,3.103343
1195,3.386318
1196,3.542056
1197,2.588608
1198,3.237288
1199,2.916667
1200,2.919798
1201,3.243225
1202,3.770868
1203,3.513878
1204,3.181818
1205,1.775510
1206,3.420330
1207,3.250646
1208,4.003464
1209,2.868167
1210,3.339312
1211,2.820449
1212,4.041885
1213,3.996054
1214,3.488889
1215,3.232323
1216,3.446247
1217,3.498829
1218,3.385787
1219,3.218009
1220,4.010509
1221,3.519872
1222,4.077640
1223,2.810069
1224,3.922981
1225,3.117886
1226,3.547647
1227,1.500000
1228,3.501475
1229,3.222308
1230,4.249164
1231,3.838366
1232,3.734568
1233,2.996460
1234,3.474816
1235,2.689076
1236,2.954778
1237,2.992126
1238,3.398225
1239,2.635714
1240,3.180180
1241,3.123288
1242,3.194444
1243,4.094286
1244,2.360967
1245,3.124506
1246,2.791111
1247,3.459459
1248,3.181287
1249,3.646002
1250,3.481494
1251,3.055838
1252,2.884714
1253,3.477273
1254,3.043661
1255,3.905178
1256,4.350182
1257,3.234375
1258,3.508696
1259,3.799414
1260,3.102912
1261,3.105634
1262,3.243499
1263,3.117493
1264,3.593272
1265,2.365854
1266,3.300240
1267,3.118623
1268,3.071429
1269,3.356757
1270,3.218266
1271,3.696296
1272,3.700885
1273,2.753213
1274,3.420494
1275,3.541353
1276,3.400626
1277,4.176514
1278,3.329708
1279,3.272727
1280,3.605201
1281,2.777778
1282,3.050332
1283,3.553114
1284,2.735537
1285,2.847534
1286,3.262931
1287,2.925651
1288,3.171779
1289,2.757411
1290,3.684507
1291,4.144138
1292,3.151267
1293,2.355958
1294,2.597884
1295,3.706398
1296,2.563010
1297,3.443950
1298,3.179579
1299,3.224510
1300,3.975631
1301,2.659401
1302,3.241379
1303,3.400000
1304,3.197719
1305,3.349158
1306,3.875000
1307,3.311109
1308,3.121739
1309,3.133333
1310,2.708399
1311,3.076336
1312,2.821596
1313,3.493802
1314,3.798177
1315,3.182609
1316,3.722310
1317,3.637712
1318,2.703255
1319,2.655246
1320,2.988024
1321,3.989474
1322,2.646018
1323,2.978505
1324,4.043315
1325,3.558282
1326,3.691489
1327,3.165829
1328,3.300813
1329,3.417379
1330,3.346774
1331,2.836364
1332,2.824176
1333,2.741573
1334,2.523490
1335,3.858178
1336,3.067788
1337,3.018519
1338,3.157895
1339,3.070313
1340,3.246914
1341,3.057325
1342,1.812500
1343,2.830769
1344,2.725806
1345,2.976190
1346,3.651791
1347,3.301508
1348,2.520833
1349,3.392857
1350,3.906176
1351,3.733607
1352,3.782301
1353,3.761749
1354,3.286667
1355,3.682310
1356,2.961326
1357,4.382279
1358,3.697124
1359,3.463750
1360,2.393148
1361,2.797297
1362,3.314050
1363,2.750770
1364,3.514645
1365,2.872329
1366,2.825188
1367,3.596239
1368,2.341772
1369,2.090909
1370,3.790645
1371,2.516304
1372,3.012579
1373,3.767551
1374,2.422460
1375,3.324773
1376,3.781250
1377,3.426966
1378,3.006250
1379,3.153846
1380,3.564815
1381,3.066890
1382,2.157895
1383,2.344828
1384,3.596357
1385,2.915094
1386,3.052174
1387,2.685039
1388,2.765101
1389,3.919167
1390,3.715686
1391,3.367164
1392,3.411818
1393,2.765432
1394,2.935331
1395,4.097083
1396,3.916335
1397,3.231707
1398,3.256410
1399,3.412718
1400,2.786723
1401,3.584752
1402,4.032581
1403,2.793846
1404,2.866667
1405,3.604790
1406,3.408917
1407,3.103960
1408,3.371210
1409,4.289201
1410,2.829787
1411,2.986486
1412,3.220111
1413,3.644722
1414,2.424107
1415,3.038835
1416,3.618182
1417,2.119048
1418,4.467005
1419,2.954128
1420,2.921606
1421,3.458233
1422,4.043478
1423,2.264646
1424,2.815728
1425,3.701833
1426,2.728319
1427,2.545045
1428,3.536678
1429,2.210526
1430,2.395604
1431,2.952703
1432,3.134615
1433,3.610000
1434,3.862113
1435,4.088598
1436,2.792271
1437,3.327434
1438,3.035599
1439,3.628571
1440,3.184211
1441,4.280523
1442,3.539568
1443,3.757353
1444,3.924000
1445,3.224138
1446,3.763128
1447,3.025401
1448,3.281124
1449,2.272109
1450,3.351803
1451,2.644509
1452,2.033333
1453,3.414868
1454,2.189349
1455,3.070364
1456,2.661202
1457,3.088496
1458,3.015957
1459,2.423497
1460,3.573386
1461,3.422018
1462,3.076056
1463,2.224138
1464,2.567039
1465,3.393365
1466,3.744835
1467,3.710278
1468,3.717241
1469,2.527888
1470,3.781585
1471,3.387435
1472,2.221519
1473,3.475410
1474,2.886525
1475,2.645570
1476,4.470337
1477,3.353535
1478,1.797980
1479,3.381573
1480,3.747059
1481,3.073529
1482,3.252556
1483,3.802326
1484,3.137931
1485,3.318247
1486,2.453125
1487,3.564356
1488,3.873444
1489,2.834395
1490,3.375566
1491,3.838926
1492,2.216288
1493,3.111940
1494,3.464135
1495,4.343833
1496,2.365854
1497,2.705882
1498,2.977778
1499,4.356984
1500,4.022472
1501,3.133803
1502,3.096144
1503,3.520325
1504,3.014019
1505,3.246073
1506,3.783251
1507,3.487897
1508,3.828125
1509,3.554369
1510,3.199495
1511,3.021186
1512,3.191083
1513,4.188335
1514,3.147984
1515,2.803977
1516,2.234483
1517,2.013158
1518,3.594031
1519,2.020000
1520,3.137097
1521,3.607577
1522,2.619048
1523,3.492795
1524,3.052542
1525,2.461572
1526,3.342218
1527,2.909953
1528,3.845558
1529,3.259868
1530,3.739803
1531,3.350270
1532,2.791299
1533,3.327815
1534,3.425532
1535,3.858280
1536,2.358396
1537,2.957746
1538,3.147368
1539,2.894340
1540,2.380623
1541,1.922807
1542,3.759085
1543,3.338985
1544,2.974490
1545,2.395161
1546,2.855114
1547,3.955715
1548,2.541667
1549,2.994764
1550,2.910238
1551,3.537572
1552,3.707820
1553,3.851273
1554,2.696078
1555,3.158470
1556,3.195568
1557,3.061176
1558,3.034849
1559,3.261236
1560,3.332810
1561,3.480931
1562,2.345515
1563,3.726415
1564,3.672652
1565,3.441767
1566,2.725806
1567,2.704082
1568,2.598684
1569,1.490991
1570,2.023529
1571,3.826373
1572,3.651276
1573,2.681100
1574,2.518116
1575,3.638365
1576,3.384921
1577,3.365591
1578,3.199041
1579,2.882470
1580,3.076561
1581,3.395428
1582,3.555259
1583,3.242857
1584,3.776224
1585,3.350035
1586,2.762019
1587,4.368056
1588,3.466507
1589,3.594856
1590,3.925348
1591,3.033898
1592,3.052764
1593,3.804217
1594,3.035102
1595,3.979452
1596,3.758759
1597,3.614035
1598,2.700221
1599,3.559961
1600,2.914401
1601,2.970213
1602,2.633119
1603,2.483871
1604,3.928275
1605,2.853659
1606,3.070662
1607,2.852941
1608,3.247283
1609,3.300429
1610,3.804480
1611,3.301370
1612,3.056277
1613,2.789855
1614,2.028302
1615,3.814631
1616,3.964126
1617,2.369397
1618,4.190613
1619,3.758454
1620,3.410095
1621,2.344444
1622,2.894676
1623,3.460000
1624,2.468254
1625,4.140457
1626,3.203320
1627,3.800534
1628,3.547980
1629,3.508642
1630,3.041475
1631,3.596413
1632,3.093501
1633,3.404414
1634,3.667095
1635,2.415842
1636,2.085106
1637,3.523460
1638,3.337739
1639,3.218069
1640,1.762376
1641,2.870787
1642,4.034041
1643,3.100000
1644,4.074911
1645,3.232413
1646,3.649477
1647,3.913525
1648,3.153488
1649,2.346154
1650,3.487109
1651,2.871560
1652,4.143437
1653,2.758621
1654,2.756513
1655,3.330856
1656,2.725932
1657,2.430108
1658,3.941738
1659,3.681978
1660,4.123347
1661,3.543517
1662,2.978723
1663,2.675676
1664,3.941492
1665,3.317208
1666,3.002260
1667,3.334471
1668,3.337670
1669,3.823741
1670,3.138728
1671,2.320513
1672,3.488372
1673,3.434321
1674,3.416159
1675,3.342857
1676,3.104816
1677,2.373737
1678,3.498971
1679,3.891775
1680,3.041667
1681,2.540284
1682,3.686685
1683,3.016272
1684,2.754011
1685,2.493151
1686,3.631387
1687,3.455826
1688,2.264463
1689,3.973864
1690,3.291667
1691,3.562232
1692,4.135206
1693,3.000000
1694,3.643328
1695,2.964286
1696,2.112245
1697,3.850801
1698,2.924528
1699,3.463731
1700,3.582555
1701,2.668919
1702,3.041667
1703,3.830179
1704,3.752577
1705,3.675373
1706,2.978022
1707,3.799676
1708,3.947790
1709,3.665507
1710,3.789753
1711,2.588785
1712,3.225806
1713,3.491228
1714,2.836957
1715,2.888889
1716,2.986622
1717,3.503205
1718,3.125253
1719,3.076879
1720,3.655738
1721,2.971806
1722,3.521409
1723,2.437838
1724,2.922330
1725,1.523006
1726,3.355932
1727,2.841920
1728,3.808511
1729,3.555256
1730,4.000000
1731,2.666667
1732,2.553055
1733,3.470982
1734,3.278388
1735,3.637969
1736,2.878261
1737,3.485000
1738,2.896679
1739,3.598904
1740,2.734127
1741,3.910961
1742,3.384106
1743,3.797156
1744,3.824439
1745,3.006579
1746,3.412050
1747,3.259843
1748,3.143564
1749,3.389401
1750,2.407080
1751,2.604369
1752,2.875000
1753,3.465517
1754,3.985602
1755,2.493421
1756,3.743931
1757,3.476160
1758,3.390110
1759,3.894649
1760,3.119165
1761,3.523207
1762,3.275000
1763,2.210145
1764,3.451613
1765,3.586821
1766,3.936364
1767,3.916667
1768,2.971292
1769,3.066583
1770,3.884711
1771,2.609220
1772,3.019608
1773,3.914495
1774,3.620890
1775,3.095716
1776,3.215407
1777,3.211111
1778,3.539465
1779,3.343750
1780,3.140145
1781,3.216316
1782,2.991137
1783,3.549516
1784,3.624161
1785,3.724490
1786,3.341176
1787,2.974104
1788,3.336278
1789,4.121988
1790,3.839717
1791,1.615385
1792,3.151437
1793,3.685185
1794,3.060320
1795,4.240394
1796,2.758842
1797,3.250605
1798,3.971653
1799,3.660001
1800,4.041364
1801,3.765533
1802,3.288646
1803,3.474259
1804,4.029913
1805,3.061404
1806,2.877907
1807,2.578164
1808,2.617978
1809,2.603175
1810,3.700763
1811,2.081395
1812,3.076087
1813,3.039063
1814,3.399838
1815,3.608040
1816,2.595624
1817,2.835533
1818,3.857573
1819,2.784208
1820,2.808290
1821,3.546118
1822,3.067164
1823,3.360714
1824,3.177778
1825,3.381423
1826,2.706422
1827,3.154472
1828,2.755068
1829,2.313725
1830,3.571610
1831,2.891026
1832,3.603036
1833,2.909912
1834,3.405344
1835,2.806122
1836,2.413043
1837,3.281515
1838,3.781302
1839,3.018700
1840,3.745549
1841,3.056180
1842,3.708861
1843,3.219437
1844,3.332030
1845,2.663458
1846,2.650888
1847,2.600000
1848,3.832555
1849,3.165414
1850,3.222222
1851,3.468150
1852,2.655172
1853,3.461291
1854,3.178110
1855,3.215139
1856,4.067387
1857,3.964115
1858,2.166667
1859,3.080000
1860,3.818757
1861,3.083337
1862,3.160032
1863,3.015000
1864,2.674157
1865,3.694849
1866,2.994772
1867,3.566648
1868,3.352941
1869,2.241935
1870,2.843521
1871,3.568627
